Some solutions are not valid* Example 2
1nic1, non-improving cycles, 1, 2175581.093019115, 0.612929107, 253, 327, 267, 133, 155, 167, 158, 235, 0, 33
2nic1, non-improving cycles, 2, 2054691.2190756015, 0.732640809, 363, 483, 495, 289, 214, 282, 399, 162, 219, 387
3nic1, non-improving cycles, 3, 1828868.9814418121, 0.806282644, 23, 364, 284, 0, 234, 326, 291, 100, 117, 220
4nic1, non-improving cycles, 4, 2087163.9819298894, 0.724304001, 310, 434, 161, 356, 228, 232, 190, 167, 301, 0
5nic1, non-improving cycles, 5, 1996676.018854954, 0.297642329, 261, 368, 390, 276, 115, 312, 299, 161, 137, 0
6nic1, non-improving cycles, 6, 1782840.624187017, 0.614454995, 134, 345, 381, 133, 322, 183, 290, 290, 126, 0
7nic1, non-improving cycles, 7, 1917011.7876581596, 0.467075899, 318, 370, 251, 96, 251, 325, 278, 318, 89, 0
8nic1, non-improving cycles, 8, 1892531.9092732286, 0.47340531, 346, 379, 337, 0, 284, 270, 345, 299, 90, 172
9nic1, non-improving cycles, 9, 1777502.7347823447, 0.809322126, 330, 380, 398, 0, 266, 328, 305, 300, 134, 193
10nic1, non-improving cycles, 10, 1791223.5421812646, 0.811782829, 308, 370, 364, 0, 245, 304, 257, 252, 104, 153
11nic1, non-improving cycles, 11, 1716704.350465153, 1.194530299, 327, 382, 320, 0, 253, 331, 329, 308, 145, 183
12nic1, non-improving cycles, 12, 1681452.162301764, 1.421458165, 240, 357, 0, 304, 334, 231, 293, 168, 105, 72
13nic1, non-improving cycles, 13, 1761771.3724267408, 1.254247171, 260, 337, 60, 0, 55, 300, 264, 255, 95, 143
14nic1, non-improving cycles, 14, 1815867.7230836859, 0.828367016, 309, 387, 139, 98, 234, 349, 329, 331, 145, 0
15nic1, non-improving cycles, 15, 1547879.655196451, 1.855543505, 249, 311, 0, 134, 187, 185, 247, 249, 81, 34
16nic1, non-improving cycles, 16, 1756733.6752922751, 2.216020444, 126, 305, 225, 125, 265, 246, 246, 219, 40, 0
17nic1, non-improving cycles, 17, 1843903.4657234545, 1.066360775, 227, 286, 220, 121, 83, 170, 229, 215, 61, 0
